STATE,STATEICP,STATEFIPS,GISJOIN,COUNTYFIPS,ALLCOUNTIES,RSG_SV1,RSG_LRA1,RSG_SV2,PO_LRA2,GR_SV1,GR_SV2,GR_LRA2,PI_SV1,PI_SV2,PI_LRA3,IP_SV3,OSU_SV1,OSU_LRA1,OSU_SV2,HCA_SV3,HFA_SV2,HFA_LRA2,HFA_SV3,HFA_LRA3,MM_LRA1
Missouri,34,29,G2900550,550,Crawford,0,1,0,0,1,0,0,0,0,0,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900570,570,Dade,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2900590,590,Dallas,0,1,0,0,1,0,0,0,0,0,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2900610,610,Daviess,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2900630,630,DeKalb,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Missouri,34,29,G2900650,650,Dent,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,1,1
Missouri,34,29,G2900670,670,Douglas,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900690,690,Dunklin,0,1,0,0,1,0,0,0,0,0,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900710,710,Franklin,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,0,0,1,0,0,1
Missouri,34,29,G2900730,730,Gasconade,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2900750,750,Gentry,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Missouri,34,29,G2900770,770,Greene,0,1,0,0,1,0,0,1,0,0,1,0,0,-999,0,0,0,0,0,0
Missouri,34,29,G2900790,790,Grundy,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900810,810,Harrison,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Missouri,34,29,G2900830,830,Henry,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900850,850,Hickory,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900870,870,Holt,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2900890,890,Howard,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,-999,0,0,1,0,1
Missouri,34,29,G2900910,910,Howell,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2900930,930,Iron,0,0,0,0,1,0,0,1,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2900950,950,Jackson,0,1,0,0,1,0,0,1,0,1,1,0,1,-999,0,0,1,0,0,0
Missouri,34,29,G2900970,970,Jasper,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,0,0,0,0,0,1
Missouri,34,29,G2900990,990,Jefferson,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Missouri,34,29,G2901010,1010,Johnson,0,0,0,0,1,0,0,0,0,0,1,0,0,-999,1,0,1,0,0,1
Missouri,34,29,G2901030,1030,Knox,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901050,1050,Laclede,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2901070,1070,Lafayette,0,1,0,0,1,0,0,1,0,1,1,0,1,-999,-999,0,1,0,0,1
Missouri,34,29,G2901090,1090,Lawrence,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901110,1110,Lewis,0,0,0,1,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,-999,0,1
Missouri,34,29,G2901130,1130,Lincoln,0,0,0,0,1,0,0,0,0,0,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901150,1150,Linn,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901170,1170,Livingston,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901210,1210,Macon,0,1,0,0,1,0,0,1,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901230,1230,Madison,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901250,1250,Maries,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901270,1270,Marion,0,0,0,0,1,0,0,0,0,-999,1,0,1,-999,0,0,0,1,0,1
Missouri,34,29,G2901190,1190,McDonald,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901290,1290,Mercer,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Missouri,34,29,G2901310,1310,Miller,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901330,1330,Mississippi,0,1,0,0,1,0,0,1,0,-999,-999,0,1,-999,-999,0,0,0,0,1
Missouri,34,29,G2901350,1350,Moniteau,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901370,1370,Monroe,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901390,1390,Montgomery,0,0,0,1,1,0,0,0,0,-999,-999,0,1,-999,-999,0,1,0,0,1
Missouri,34,29,G2901410,1410,Morgan,0,0,0,0,1,0,0,0,0,0,1,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901430,1430,New Madrid,0,1,0,0,1,0,0,1,0,-999,-999,0,1,-999,-999,0,1,1,0,1
Missouri,34,29,G2901450,1450,Newton,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901470,1470,Nodaway,0,1,0,0,1,0,0,1,0,0,1,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901490,1490,Oregon,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2901510,1510,Osage,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2901530,1530,Ozark,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2901550,1550,Pemiscot,0,0,0,0,1,0,0,1,0,-999,-999,0,1,-999,1,0,1,1,1,1
Missouri,34,29,G2901570,1570,Perry,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901590,1590,Pettis,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,0,0,0,0,1,0
Missouri,34,29,G2901610,1610,Phelps,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901630,1630,Pike,0,0,0,0,1,0,0,1,0,-999,-999,0,1,-999,-999,0,0,1,1,1
Missouri,34,29,G2901650,1650,Platte,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,1,0,1,0,0,1
Missouri,34,29,G2901670,1670,Polk,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2901690,1690,Pulaski,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901710,1710,Putnam,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901730,1730,Ralls,0,0,0,0,1,0,0,1,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Missouri,34,29,G2901750,1750,Randolph,0,0,0,0,1,0,0,1,0,-999,1,0,0,-999,1,0,1,0,0,1
Missouri,34,29,G2901770,1770,Ray,0,0,0,0,1,0,0,1,0,-999,1,0,0,-999,-999,0,1,1,1,1
Missouri,34,29,G2901790,1790,Reynolds,0,1,0,0,1,0,0,1,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901810,1810,Ripley,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Missouri,34,29,G2901950,1950,Saline,0,0,0,1,1,0,0,1,0,-999,1,0,1,-999,0,0,1,0,1,1
Missouri,34,29,G2901970,1970,Schuyler,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2901990,1990,Scotland,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,-999,0,1
Missouri,34,29,G2902010,2010,Scott,0,1,0,0,1,0,0,1,0,-999,1,0,1,-999,0,0,0,1,0,1
Missouri,34,29,G2902030,2030,Shannon,0,0,0,0,1,0,0,0,0,0,-999,0,0,-999,-999,0,0,-999,1,1
Missouri,34,29,G2902050,2050,Shelby,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2901830,1830,St. Charles,0,0,0,0,1,0,0,0,0,-999,1,0,0,1,1,0,1,0,0,1
Missouri,34,29,G2901850,1850,St. Clair,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2901870,1870,St. Francois,0,1,0,0,1,0,0,0,0,0,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2901890,1890,St. Louis,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Missouri,34,29,G2901890,1890,St. Louis,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Missouri,34,29,G2905100,5100,St. Louis City,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,-999,0,1
Missouri,34,29,G2901860,1860,Ste. Genevieve,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2902070,2070,Stoddard,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2902090,2090,Stone,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,1,0,1
Missouri,34,29,G2902110,2110,Sullivan,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2902130,2130,Taney,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,1,1,1
Missouri,34,29,G2902150,2150,Texas,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Missouri,34,29,G2902170,2170,Vernon,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2902190,2190,Warren,0,0,0,0,1,0,0,0,0,0,1,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2902210,2210,Washington,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,1,1,1
Missouri,34,29,G2902230,2230,Wayne,0,1,0,0,1,0,0,1,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Missouri,34,29,G2902250,2250,Webster,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,0,0,1,1,1
Missouri,34,29,G2902270,2270,Worth,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Missouri,34,29,G2902290,2290,Wright,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Montana,64,30,G3000010,10,Beaverhead,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,1,0,1
Montana,64,30,G3000030,30,Big Horn,0,0,0,0,1,1,1,0,0,0,-999,0,0,-999,-999,1,0,0,1,1
Montana,64,30,G3000050,50,Blaine,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000070,70,Broadwater,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,1,0,1
Montana,64,30,G3000090,90,Carbon,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,1,0,1
Montana,64,30,G3000110,110,Carter,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000130,130,Cascade,0,0,0,0,1,1,1,1,0,0,1,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000150,150,Chouteau,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,1,1
Montana,64,30,G3000170,170,Custer,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000190,190,Daniels,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Montana,64,30,G3000210,210,Dawson,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,1,1
Montana,64,30,G3000230,230,Deer Lodge,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,1,1
Montana,64,30,G3000250,250,Fallon,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000270,270,Fergus,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000290,290,Flathead,0,0,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000310,310,Gallatin,0,0,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,1,1,0,1,1
Montana,64,30,G3000330,330,Garfield,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000350,350,Glacier,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000370,370,Golden Valley,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000390,390,Granite,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Montana,64,30,G3000410,410,Hill,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000430,430,Jefferson,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Montana,64,30,G3000450,450,Judith Basin,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000470,470,Lake,0,0,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000490,490,Lewis And Clark,0,0,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,1,0,0,0,0
Montana,64,30,G3000510,510,Liberty,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000530,530,Lincoln,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000570,570,Madison,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000550,550,McCone,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000590,590,Meagher,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000610,610,Mineral,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000630,630,Missoula,0,0,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000650,650,Musselshell,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000670,670,Park,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000690,690,Petroleum,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000710,710,Phillips,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,1,0,1
Montana,64,30,G3000730,730,Pondera,0,0,0,0,1,1,1,0,0,0,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000750,750,Powder River,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Montana,64,30,G3000770,770,Powell,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,1,0,1
Montana,64,30,G3000790,790,Prairie,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000810,810,Ravalli,0,0,0,0,1,1,1,0,0,0,1,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3000830,830,Richland,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000850,850,Roosevelt,0,0,0,0,1,1,1,1,0,0,-999,0,0,-999,-999,1,0,1,0,1
Montana,64,30,G3000870,870,Rosebud,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,1,0,1
Montana,64,30,G3000890,890,Sanders,0,0,0,0,1,1,1,0,0,0,-999,0,0,-999,-999,1,1,1,0,1
Montana,64,30,G3000910,910,Sheridan,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000930,930,Silver Bow,0,0,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,1,0,0,0,0
Montana,64,30,G3000950,950,Stillwater,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,1,0,1
Montana,64,30,G3000970,970,Sweet Grass,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3000990,990,Teton,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3001010,1010,Toole,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Montana,64,30,G3001030,1030,Treasure,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3001050,1050,Valley,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Montana,64,30,G3001070,1070,Wheatland,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,0,-999,0,1
Montana,64,30,G3001090,1090,Wibaux,0,0,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Montana,64,30,G3001110,1110,Yellowstone,0,0,0,0,1,1,1,0,0,-999,1,0,0,0,-999,1,0,0,0,1
Montana,64,30,G3001130,1130,Yellowstone National Park,0,0,0,-999,1,1,1,0,0,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1
Nebraska,35,31,G3100010,10,Adams,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,1,1,1
Nebraska,35,31,G3100030,30,Antelope,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Nebraska,35,31,G3100050,50,Arthur,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100070,70,Banner,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100090,90,Blaine,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100110,110,Boone,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100130,130,Box Butte,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,1,0,1
Nebraska,35,31,G3100150,150,Boyd,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100170,170,Brown,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100190,190,Buffalo,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100210,210,Burt,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100230,230,Butler,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100250,250,Cass,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100270,270,Cedar,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Nebraska,35,31,G3100290,290,Chase,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100310,310,Cherry,0,1,0,0,1,1,1,1,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100330,330,Cheyenne,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100350,350,Clay,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,-999,1,1
Nebraska,35,31,G3100370,370,Colfax,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100390,390,Cuming,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100410,410,Custer,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Nebraska,35,31,G3100430,430,Dakota,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100450,450,Dawes,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100470,470,Dawson,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100490,490,Deuel,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,-999,0,1
Nebraska,35,31,G3100510,510,Dixon,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100530,530,Dodge,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100550,550,Douglas,0,1,0,0,1,1,1,1,0,-999,1,0,0,1,0,0,1,0,0,0
Nebraska,35,31,G3100570,570,Dundy,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100590,590,Fillmore,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Nebraska,35,31,G3100610,610,Franklin,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100630,630,Frontier,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100650,650,Furnas,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100670,670,Gage,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100690,690,Garden,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100710,710,Garfield,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100730,730,Gosper,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100750,750,Grant,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100770,770,Greeley,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3100790,790,Hall,0,1,0,0,1,1,1,0,0,0,1,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100810,810,Hamilton,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,1,1
Nebraska,35,31,G3100830,830,Harlan,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Nebraska,35,31,G3100850,850,Hayes,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100870,870,Hitchcock,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100890,890,Holt,0,1,0,0,1,1,1,0,0,0,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100910,910,Hooker,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3100930,930,Howard,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3100950,950,Jefferson,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Nebraska,35,31,G3100970,970,Johnson,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Nebraska,35,31,G3100990,990,Kearney,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,1,1,1
Nebraska,35,31,G3101010,1010,Keith,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101030,1030,Keya Paha,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101050,1050,Kimball,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101070,1070,Knox,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,1,1,1
Nebraska,35,31,G3101090,1090,Lancaster,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Nebraska,35,31,G3101110,1110,Lincoln,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3101130,1130,Logan,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,1,1
Nebraska,35,31,G3101150,1150,Loup,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101190,1190,Madison,0,1,0,0,1,1,1,0,0,-999,1,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101170,1170,McPherson,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101210,1210,Merrick,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,1,1
Nebraska,35,31,G3101230,1230,Morrill,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,0,0,1
Nebraska,35,31,G3101250,1250,Nance,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,0,1
Nebraska,35,31,G3101270,1270,Nemaha,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,0,0,0,1
Nebraska,35,31,G3101290,1290,Nuckolls,0,1,0,0,1,1,1,0,0,-999,-999,0,0,-999,-999,0,1,1,1,1
Nebraska,35,31,G3101310,1310,Otoe,0,1,0,0,1,1,1,1,0,-999,-999,0,0,-999,-999,0,1,0,0,1
